ATTACK_ID,DATE,LOCATION ,DESCRIPTION,DATA_SOURCES,TYPE,AFFILIATION,AFFLIATION_CLAIMED?,PART_OF,OFFICIAL_OR_INSPIRED,MUSLIM_MAJORITY_NATION,TOTAL_DEATHS,TOTAL_CASUALITIES,CHILD_DEATHS,CHILD_CASUALTIES,FORCED_TO_FLEE,ECONOMIC_COST,ORGANIZED_OR_REACTIVE,WEAPON_USED,MODUS_OPERANDI,SURVEILLED,PRIOR SUSPICION,ACTED_ALONE_OR_IN_GROUP
20150129EGY,2015-01-29,Egypt,"January 2015 Sinai attacks. 44 killed, several wounded.",http://www.cnn.com/2015/01/29/africa/egypt-north-sinai-attack/index.html,Shooting Attack,IS,TRUE,IS,OFFICIAL,TRUE,26,62,0,0,0,0,ORGANIZED,"Mortar Rounds, Car Bomb","Shooting Attack, Car Bomb",,,GROUP
20150110LEB,2015-01-10,Lebanon,In the 2015 Jabal Mohsen suicide attacks 9 people died and 30+ were wounded.,http://www.aljazeera.com/news/middleeast/2015/01/twin-suicide-bomb-attacks-rock-lebanon-2015111113944330224.html,Suicide Bombing ,AlQaeda,TRUE,,OFFICIAL,TRUE,11,46,0,0,,,ORGANIZED,Bomb,Suicide Bombing ,TRUE,,GROUP
20150109FRA,2015-01-9,France,The Porte de Vincennes hostage crisis kills 4 and injures 9 people.,https://en.wikipedia.org/wiki/Porte_de_Vincennes_siege,Hostage Seige,IS,UNSURE,,UNSURE,FALSE,5,14,0,0,0,0,ORGANIZED,Firearms,Shooting Hostage Seige,,,ALONE PROBABLY
20150108NIG,2015-01-8,Nigeria,2015 Baga massacre. Boko Haram attacks town of Baga in northern Nigeria killing at least 200 people. Another 2000 are unaccounted for.[89],http://www.channel4.com/news/hundreds-feared-killed-by-boko-haram-in-nigeria,Pilage ,Boko Haram,,,,FALSE,200,2200,Unknown ,Unknown,,,,Firearms,"Village raid, burning, Shooting",TRUE,,
20150107FRA,2015-01-7,France,"A series of five attacks in and around Paris kill 17 people, plus three attackers, and leave 22 other people injured.",http://www.cnn.com/2015/01/10/world/france-paris-who-were-terror-victims/index.html,Shooting,,,,,FALSE,20,42,0,0,,,,Firearms,Shootings,,,GROUP
20150106IRA,2015-01-6,Iraq,"Two suicide bombers attacked a mosque in the town of Al-Jubba while Iraqi soldiers were resting, killing 10 soldiers plus the two attackers. Clashes following the bombings left 13 security personnel dead and 21 wounded.[88]",http://www.dailystar.com.lb/News/Middle-East/2015/Jan-06/283209-suicide-bombings-clashes-kill-23-in-iraqs-anbar-officers.ashx,Suicide Bombing ,,,,,TRUE,25,46,0,0,0,0,ORGANIZED,Bomb,Suicide Bombing,,,GROUP
20150105AFG,2015-01-05,Afghanistan,"A car packed with explosives drove up to the headquarters of EUPOL Afghanistan, a European police-training organization, in Kabul and detonated. Talibanclaimed responsibility. 1 killed 16 wounded.",http://www.nbcnews.com/news/world/many-feared-dead-injured-blast-near-kabul-airport-n360181,Suicide Bomb,Taliban,TRUE,,,TRUE,4,24+,,,0,0,,Bomb,Suicide Bombing,,,ALONE
20141228CAM,2014-12-28,Cameroon,Boko Haram attacks village in Cameroon,https://en.wikipedia.org/wiki/Boko_Haram#Attacks_in_Cameroon,Ambush Shooting,,,,,FALSE,117,246,0,84,0,0,,IED,Ambush on convoy,,,GROUP
20141225SOM,2014-12-25,Somalia,Al-Shabaab attack in Mogadishu,http://www.bbc.com/news/world-africa-30601865,Shooting ,AlShabab,,,,TRUE,9,20,0,0,0,0,,Firearms,Disguised gunmen shoot troops,,,GROUP
20141224IRA,2014-12-24,Iraq,"A suicide bomber killed 33 people and wounded 55 others in Madaen, about 25 km (15 miles) south of Baghdad.[84]",http://www.reuters.com/article/us-mideast-crisis-iraq-idUSKBN0K20GZ20141224,Suicide Bombing ,,,,,TRUE,33,55,0,0,,,,Bomb,Suicide bombing,,,ALONE
20141222NIG,2014-12-22,Nigeria,Boko Haram insurgents bombed a bus station in the city of Gombe,http://www.cnn.com/2014/12/22/world/africa/nigeria-bombing/index.html,Bus Bombing ,,,,,FALSE,20,38,0,0,0,0,ORGANIZED,Bomb,Bomb planted on Bus ,,,ALONE
20141221FRA,2014-12-21,France,2014 Dijon attack. A man yelling Allahu Akbar ran over people with his vehicle.,"https://www.theguardian.com/world/2014/dec/21/france-dijon-driver-attacks-pedestrians                                
http://www.cnn.com/2014/12/22/world/europe/france-dijon-vehicle-attack/index.html",Vehicular Attack,,,,,FALSE,0,11,0,0,,,,"Vehicle, Knife",Drive Vehicle into Pedestrians ,,,ALONE
20141220FRA,2014-12-20,France,2014 Tours police station stabbing. A man yelling Allahu Akbar attacked a police office with a knife. He was killed and three police officers were injured.[81],http://www.news.com.au/world/europe/suspected-islamic-fanatic-shot-dead-after-stabbing-three-police-officers/news-story/7f44754c900f6700135d905d023148f2,Stabbing,,,,,FALSE,1,3,0,0,0,0,,Knife,Stabbing Attack,FALSE,,ALONE
20141218NIG,2014-12-18,Nigeria,2014 Gumsuri kidnappings. Boko Haram insurgents killed 32 men and kidnapped at least 185 women and children.,http://www.cnn.com/2014/12/18/world/africa/nigeria-boko-haram-kidnapping/index.html,Raid,Boko Haram,,,,FALSE,32,217,0,100+,,,,"Firearms, Petrol Bombs",Raid and arson of village,,,GROUP
20141218SYR,2014-12-18,Syria,Mass grave of 230 Tribesmen killed by ISIL found in Eastern Syria.[80],https://news.vice.com/article/mass-grave-found-in-eastern-syria-suspected-to-hold-bodies-of-230-tribesmen-killed-by-islamic-state?utm_source=vicenewsfb,Mass Murder,IS,,IS,OFFICIAL,TRUE,230,230,0,0,,,,N/A,Slaughter,,,GROUP
20141216PAK,2014-12-16,Pakistan,2014 Peshawar school massacre,http://www.cnn.com/2014/12/16/world/asia/pakistan-peshawar-school-attack/index.html,Mass Shooting,Taliban,,,,TRUE,152,252+,132,132,,,,Firearms,"Mass Shooting, Indescriminate Fire",,,GROUP
20141216YEM,2014-12-16,Yemen,2014 Rada' bombings Two suicide car bombers rammed their vehicles into a Shiite rebels' checkpoint.,https://en.wikipedia.org/wiki/2014_Rada%27_bombings,Suicide Bombing ,,,,,TRUE,31,31,20,20,,,,"Bomb, Vehicle",Car Bombing,,,GROUP
20141215AUS,"December 15, 2014",Australia,"2014 Sydney hostage crisis. A lone gunman, Man Haron Monis, held hostage ten customers and eight employees of a Lindt chocolate café at Martin Place in Sydney. Police treated the event as a terrorist attack at the time. It was however designated as a terrorist attack by the state government but Monis' motives have subsequently been debated.",http://www.nytimes.com/2014/12/16/world/asia/sydney-australia-hostages.html?_r=0,Hostage Seige ,,,,,FALSE,3,4,0,0,0,0,,Firearms,Hostage Seige,,,ALONE
20141209PHI,2014-12-9,Philippines,2014 Bukidnon bus bombing,https://en.wikipedia.org/wiki/2014_Bukidnon_bus_bombing,Bombing ,Bangsamoro Islamic Freedom Fighters,FALSE,,,FALSE,11,54,0,0,,,,Bomb,Bus Bombing,,,ALONE
20141204RUS,2014-12-4,Russia,2014 Grozny clashes[76],"http://www.svoboda.org/content/article/26724511.html
https://en.wikipedia.org/wiki/2014_Grozny_clashes",Shooting ,,,,,FALSE,10,38,0,0,,,,Firearms,"Building Occupation, Firefight",,,GROUP
20141201UAE,2014-12-1,United Arab Emirates,"A burqa-clad woman stabs a 47-year-old American teacher to death in a mall restroom in Abu Dhabi She later plants a bomb outside the home of an Egyptian-American doctor, which was safely dismantled.[75]",http://www.dailymail.co.uk/news/article-2860702/Police-arrest-killer-burqaPICTURED-American-woman-stabbed-death-burqa-attacker-Abu-Dhabi-named-47-year-old-mom-Colorado-emerges-teachers-warned-Jihadi-targets.html,Stabbing ,,,,,TRUE,1,2,0,0,,,,Unknown ,Stabbing,,,ALONE
201412**IRA,2014-12,Iraq,"ISIL militants execute 150 women Iraqi province of Al-Anbar, some of whom were pregnant at the time, who refuse to marry their fighters.[83]",http://timesofindia.indiatimes.com/world/middle-east/Isis-executes-150-women-for-refusing-to-marry-militants-and-buries-them-in-mass-graves/articleshow/45550919.cms?intenttarget=no&utm_source=TOI_AShow_OBWidget&utm_medium=Int_Ref&utm_campaign=TOI_AShow,Execution,IS,TRUE,IS,OFFICIAL,TRUE,150,150,0,0,0,0,,Unknown ,Execution,TRUE,,GROUP
20141128NIG,2014-11-28,Nigeria,Kano bombing,https://en.wikipedia.org/wiki/2014_Kano_bombing,"Suicide Bombing, Shooting ",,,,,FALSE,120,380,0,0,,,,"Bomb, Firearms",Bombing and shooting ,,,GROUP
20141118ISR,2014-11-18,Israel,2014 Jerusalem synagogue attack,"http://www.cnn.com/2014/11/18/world/meast/jerusalem-violence/index.html                                           
http://www.aljazeera.com/news/middleeast/2014/11/jerusalem-synagogue-attacked-gunmen-201411185401123578.html",Shooting ,,,Israeli-Palestinian Conflict,,FALSE,5,7,0,0,,,,"Firearms, Butcher Knife",Shooting ,,,GROUP
20141105ISR,2014-11-5,Israel,In the November 2014 Jerusalem vehicular attack a Hamas operative deliberately drove a van at high speed into a crowd of people.,https://en.wikipedia.org/wiki/November_2014_Jerusalem_vehicular_attack,Vehicular Attack,Hamas,,Israeli-Palestinian Conflict,,FALSE,4,17,1,1,,,,Vehicle,Van Rammed into Crowed,,,ALONE
20141023USA,2014-10-23,United States,"Zale H. Thomson, also known as Zaim Farouq Abdul-Malik, attacked four New York policemen in the subway with a hatchet, severely injuring one in the back of the head and injuring another policeman in the arm before being shot to death by the remaining officers, who also shot a civilian.[70]",http://www.nytimes.com/2014/10/25/nyregion/man-who-attacked-police-with-hatchet-ranted-about-us-officials-say.html?hp&action=click&pgtype=Homepage&version=HpSum&module=first-column-region&region=top-news&WT.nav=top-news,Assault with Deadly Weapon,Zale H. Thomson,FALSE,,,FALSE,1,6,0,0,,,,Hatchet,Attack targeting Officers,,,ALONE
20141022CAN,2014-10-22,Canada,"2014 shootings at Parliament Hill, Ottawa. Lone attacker shot a soldier at a war memorial and attacked Parliament.[68]","http://www.theglobeandmail.com/news/national/suspected-killer-in-ottawa-shootings-had-a-disturbing-side/article21252419/
http://www.cnn.com/2014/10/22/world/americas/canada-ottawa-shooting/index.html",Shooting ,,,,,FALSE,1,3,0,0,,,,Firearms,Shooting,,,ALONE
20141022ISR,2014-10-22,Israel,A Hamas terrorist rammed his vehicle into a group of people waiting at a light rail station in Jerusalem.,https://en.wikipedia.org/wiki/October_2014_Jerusalem_vehicular_attack,Vehicular Attack,,,Israeli-Palestinian Conflict,,FALSE,3,10,1,0,,,,Vehicle,Vehicular Attack,,,ALONE
20141020CAN,2014-10-20,Canada,2014 Saint-Jean-sur-Richelieu ramming attack Lone attacker used his car to run over two Canadian soldiers.,https://en.wikipedia.org/wiki/2014_Saint-Jean-sur-Richelieu_ramming_attack,Vehicular Attack,,,,,FALSE,2,3,0,0,,,,Vehicle,Vehicular Attack,,,ALONE
20141005RUS,2014-10-5,Russia,2014 Grozny bombing,http://www.bbc.com/news/world-europe-29498909,Suicide Bombing,Separatists? ,,Russia-Chechen Conflict,,FALSE,6,18,0,0,,,,Bomb,Suicide Bombing,,,ALONE
20140923AUS,2014-09-23,Australia,"2014 Endeavour Hills stabbings. Numan Haider, an Afghan Australian stabbed two counter terrorism officers in Melbourne, Australia. He was then shot dead.[66]",http://time.com/3423975/isis-australia-melbourne-police-terrorism-suspect-abdul-numan-haider/,Stabbing,,,,,FALSE,1,3,0,0,,,,Knife,Stabbing,,,ALONE
20140815PAK,2014-08-15,Pakistan,2014 Quetta Airbase attack,http://www.aljazeera.com/news/asia/2014/08/pakistan-security-forces-foil-air-base-attack-201481561615138467.html,Shooting,,,,,TRUE,10,23,0,0,,,ORGANIZED,"Firearms, Bombs",Assault on Base,,,GROUP
20140801SYR,2014-08-1,Syria,"ISIL fighters massacred some 700 people, mostly men, of the Shu'aytat tribe in Deir ez-Zor Governorate.[65]",https://www.washingtonpost.com/world/syria-tribal-revolt-against-islamic-state-ignored-fueling-resentment/2014/10/20/25401beb-8de8-49f2-8e64-c1cfbee45232_story.html,Mass Killing,IS,TRUE,IS,OFFICIAL,TRUE,700,700+,Unknown,Unknown,,,ORGANIZED,Firearms,"Beheading, Shelling",,,GROUP
20140728CHI,2014-07-28,China,"A gang armed with knives and axes attacked a police station and government offices in Elixku Township, and some moved onto Huangdi Township, attacking civilians and smashing vehicles as they passed.[64]",http://news.xinhuanet.com/english/china/2014-08/10/c_133546149.htm,Gang Attack ,,,Xinjiang conflict,,FALSE,96,109,0,0,,,ORGANIZED,"Knives, Axes",Riot attack,,,GROUP
20140524BEL,2014-05-24,Belgium,Jewish Museum of Belgium shooting Gunman opened fire at the Jewish Museum in Brussels killing,http://www.cnn.com/2014/06/01/world/europe/france-belgium-jewish-shooting/index.html,Shooting,,,,,FALSE,3,5,0,0,,,,Assault Rifle ,Shooting,,,ALONE
20140522CHI,2014-05-22,China,Two SUVs which carried 5 assailants were driven into a street market in Ürümqi and up to a dozen explosives were thrown at shoppersthrough the windows of the SUVs. The cars then crashed into shoppers and collided into each other and exploded.,http://www.bbc.com/news/world-asia-china-27502652,Vehicular and Explosives Attack,,,Xinjiang conflict,,FALSE,39,90+,0,0,,,ORGANIZED,"Vehicle, explosives","Vehicular Attack, Explosives ",,,GROUP
20140520NIG,2014-05-20,Nigeria,Jos bombings,"http://www.latimes.com/world/africa/la-fg-nigeria-jos-bombings-20140520-story.html                      
http://www.reuters.com/article/us-nigeria-violence-idUSBREA4J0QL20140520 
https://en.wikipedia.org/wiki/2014_Jos_bombings                           ",Bombings,Boko Haram ,FALSE,,,FALSE,118,174,0,0,,,,Bombs,Car Bombing ,,,GROUP
20140430CHI,2014-04-30,China,Two assailants attacked passengers and detonated explosives at the Ürümqi railway station,http://www.bbc.com/news/world-asia-china-27225308,Bombing,,,Xinjiang conflict,,FALSE,3,82,0,0,,,ORGANIZED,"Knife, Bomb",Bombing,,,GROUP
20140414NIG,2014-04-14,Nigeria,The April 2014 Abuja bombing by Boko Haram.,"http://www.reuters.com/article/us-nigeria-violence-idUSBREA3D0AF20140414
https://en.wikipedia.org/wiki/April_2014_Nyanya_bombing",Bombing,Boko Haram,,,,FALSE,88,200,0,0,,,,Car Bomb,Bombing,,,GROUP
20140301CHI,2014-03-1,China,A group of 8 individuals attacked civilians at Kunming Railway Station,"http://www.cnn.com/2014/03/01/world/asia/china-railway-attack/index.html
https://en.wikipedia.org/wiki/2014_Kunming_attack",Knife Attack,,,Xinjiang conflict,,FALSE,29,143,0,0,,,,"Knife, Cleaver",Indescrimiate stabbing and hacking,,,GROUP
20140214NIG,2014-02-14,Nigeria,Borno Massacre,"http://www.bbc.com/news/world-africa-26220300
https://en.wikipedia.org/wiki/Borno_massacre",Village Raids,Boko Haram,,,,FALSE,121,121+,0,0,,,ORGANIZED,Firearms,"Village raid, Shooting",,,GROUP
20140119PAK,2014-01-19,Pakistan,2014 Bannu bombing by Taliban.,"http://www.cnn.com/2014/01/19/world/asia/pakistan-blast/index.html
https://en.wikipedia.org/wiki/2014_Bannu_bombing",Bombing,Taliban ,TRUE,,,TRUE,26,64,0,0,,,ORGANIZED,Bomb,Bombing on Bus,TRUE,,GROUP
20131205YEM,2013-12-5,Yemen,2013 Sana'a attack,"http://www.bbc.com/news/world-middle-east-25256368
https://en.wikipedia.org/wiki/2013_Sana%27a_attack",Suicide Bombing ,Al Qaeda,TRUE,,,TRUE,56,200+,0,0,,,ORGANIZED,Bomb,Suicide Bombing,TRUE,,ALONE
20131028CHI,2013-10-28,China,A 4x4 vehicle crashed into a crowd and burst into flames in Tiananmen Square in Beijing,"http://www.cnn.com/2013/10/30/world/asia/china---tiananmen---arrests/index.html
https://en.wikipedia.org/wiki/2013_Tiananmen_Square_attack",Vehicular Attack,,,Xinjiang conflict,,FALSE,5,45,0,0,,,,Vehicle,Vehicle Rammed into Crowd,,,GROUP
20130929NIG,2013-09-29,Nigeria,Gujba college massacre,"http://www.aljazeera.com/news/africa/2013/09/gunmen-storm-nigerian-college-201392910646471222.html
https://en.wikipedia.org/wiki/Gujba_college_massacre
https://web.archive.org/web/20131002234600/http://www.theglobeandmail.com/news/world/at-least-42-killed-18-injured-in-nigeria-college-attack-by-suspected-islamic-extremists/article14589188/",Mass Shooting ,,,,,FALSE,44,16,0,0,,,,Firearms,Indescriminate shooting ,,,GROUP
2013022PAK,2013-09-22,Pakistan,Peshawar church attack,"http://www.bbc.com/news/world-asia-24201240
https://en.wikipedia.org/wiki/Peshawar_church_bombing",Suicide Bombing,,,,,TRUE,127,250,0,1,,,,Bomb,Double Suicide Bombing,,,GROUP
20130921KEN,2013-09-21,Kenya,Westgate shopping mall attack,"https://www.theguardian.com/world/2013/oct/04/westgate-mall-attacks-kenya
http://www.bbc.com/news/world-africa-29282045
http://www.cnn.com/2013/10/10/world/africa/kenya-mall-attack-survivor/
https://en.wikipedia.org/wiki/Westgate_shopping_mall_attack",Shooting Seige,Al Shabab,,,,FALSE,71,246,0,3,,,,"Firearms, Grenades",Indescriminate shooting ,,,GROUP
20130913AFG,2013-09-13,Afghanistan,2013 attack on U.S. consulate in Herat,"http://www.wsj.com/articles/SB10001424127887323392204579071992339119938
http://www.cnn.com/2013/09/12/world/asia/us-consulate-afghanistan-attack/
",Shooting Assault,Taliban ,TRUE,,,TRUE,10,30,0,0,,,,"Assault Rifles, Grenades, Explosives",Drive Up Attack using Explosives prior to assault.,,,GROUP
2013070IND,2013-07-7,India,"A series of ten bombs explode in and around the Mahabodhi Temple complex, in Bodh Gaya, India.","http://india.blogs.nytimes.com/2013/07/07/bomb-blasts-at-indias-buddhist-mecca-in-bihar/?_r=0
http://timesofindia.indiatimes.com/india/13-bombs-were-planted-in-Mahabodhi-temple-complex-Shinde/articleshow/20970721.cms",Bombing,,,,,FALSE,0,2,0,0,,,,Bombs,Series of Bombings ,,,GROUP
20130522PAK,2013-06-22,Pakistan,2013 Nanga Parbat tourist shooting,https://en.wikipedia.org/wiki/2013_Nanga_Parbat_massacre,Shooting,,,,,TRUE,11,13,0,0,,,,Firearms,Raid of base camp led to shoointg of climbers,,,GROUP
20130615PAK,2013-06-15,Pakistan,June 2013 Quetta attacks by Lashkar-e-Jhangvi,"http://www.bbc.com/news/world-asia-22925058
http://www.nytimes.com/2013/06/16/world/asia/attacks-in-baluchistan-province-shake-pakistan.html","Bombing, Shooting",,,,,TRUE,29,51,0,0,,,,"Bomb, Firearms",Shooting and suicide bombing attack on Hospital,,,GROUP
20130527IRA,2013-05-27,Iraq,27 May 2013 Baghdad bombings,"http://news.trust.org//item/20130527165436-mb1du/?source%20=%20hpbreaking
https://en.wikipedia.org/wiki/27_May_2013_Baghdad_bombings",Bombing,,,,,TRUE,71,295,0,0,,,,Bombs,Series of Bombings throughout city,,,GROUP
20130523NIG,2013-05-23,Niger,Battle of Agadez and Arlit. Two coordinated attacks perpetrated by Islamists affiliates targeted the two Niger towns of Agadez andArlit.,"https://www.rt.com/news/france-niger-operation-islamist-762/
https://www.theguardian.com/world/2013/may/23/niger-bomb-army-french-uranium","Car Bombing, Assault",,,,,TRUE,26,39,0,0,,,,"Bomb, Firearms",Car bombs targeting military barracks and uranium mine,,,GROUP
20130523FRA,2013-05-23,France,2013 La Défense attack. An Islamic extremist wielding a knife attacked and wounded a French soldier in the Paris suburb of La Défense,"http://www.bbc.co.uk/news/world-europe-22670697
http://www.independent.co.uk/news/world/europe/saint-denis-raid-terror-suspects-were-planning-attack-on-la-defense-business-district-in-paris-a6738856.html",Stabbing,,,,,FALSE,0,1,0,0,0,0,,Knife,Neck Stabbing,,,ALONE
20130522UNI,2013-05-22,United Kingdom,Murder of Lee Rigby,"https://www.theguardian.com/uk-news/2013/dec/19/lee-rigby-murder-michael-adebolajo-adebowale-guilty
https://en.wikipedia.org/wiki/Murder_of_Lee_Rigby",Stabbing Murder,,,,,FALSE,1,3,0,0,0,0,,"Knife, Cleaver","Multiple stabbings, Hacking to death",,,GROUP
20130511TUR,2013-05-11,Turkey,"Reyhanlı bombings, killed",https://en.wikipedia.org/wiki/Reyhanl%C4%B1_bombings,Car Bombings ,,,,,TRUE,52,192,0,0,,,,"Bomb, Vehicle",Car Bombing,,,ALONE
20130415USA,2013-04-15,United States,"Boston Marathon bombings - Two brothers, Tamerlan and Dzhokhar Tsarnev, planted two bombs near the finish line of the Boston Marathon.",http://www.cbsnews.com/boston-bombings/,"Bombing, Shooting",,,,,FALSE,6,286,1,1,,,,"Bomb, Firearms",Backpack bomb in event crowd,,,GROUP
20130221IND,2013-02-21,India,"2013 Hyderabad blasts, two bomb blasts killed",https://en.wikipedia.org/wiki/2013_Hyderabad_blasts,Bombings,,,,,FALSE,17,135,0,0,,,,Bombs,Bombing crowded shopping area.,,,GROUP
20130216PAK,2013-02-16,Pakistan,February 2013 Quetta bombing,"http://www.bbc.com/news/world-asia-21485731
http://www.aljazeera.com/news/asia/2013/02/2013216133651823848.html
https://en.wikipedia.org/wiki/February_2013_Quetta_bombing",Bombing,,,,,TRUE,110,310,0,0,,,,Bomb,Bomb planted in water tank,,,ALONE
20130116ALG,2013-01-16,Algeria,In Amenas hostage crisis,"http://www.bbc.com/news/world-africa-21056884
http://www.cnn.com/2013/01/21/world/africa/algeria-hostage-crisis/index.html
https://en.wikipedia.org/wiki/In_Amenas_hostage_crisis",Hostage Crisis,,,,,TRUE,69,74,0,0,,,,"Firearms, Rocket Propelled Grenades",Bus Hijacking to gas plant,,,GROUP
20130110PAK,2013-01-10,Pakistan,January 2013 Pakistan bombings,"https://www.theguardian.com/world/2013/jan/10/pakistan-bombings-kill
https://en.wikipedia.org/wiki/January_2013_Pakistan_bombings",Bombings,,,,,TRUE,130,400+,0,0,,,,Bomb,Bombing,,,GROUP
20120911LIB,2012-09-11,Libya,2012 Benghazi attack on the U.S. Consulate.,"https://www.washingtonpost.com/world/national-security/timeline-how-the-benghazi-attack-played-out/2014/06/17/a5c34e90-f62c-11e3-a3a5-42be35962a52_story.html
https://en.wikipedia.org/wiki/2012_Benghazi_attack",Military Assault,,,,,TRUE,4,15,0,0,,,,Rocket Propelled Grenades,Mortar Fire Attack on U.S. Compound,,,GROUP
20120909IRA,2012-09-9,Iraq,9 September 2012 Iraq attacks,https://en.wikipedia.org/wiki/9_September_2012_Iraq_attacks,"Car bombings, roadside bombings, shootings",IS,TRUE,Iraq Insurgency,,TRUE,108+,479+,0,0,,,,"Car bombs, IEDs, automatic weapons",Series of coordinated bombings and shootings,,,GROUP
20120816IRA,2012-08-16,Iraq,16 August 2012 Iraq attacks,"https://en.wikipedia.org/wiki/16_August_2012_Iraq_attacks
http://www.cnn.com/2012/08/16/world/meast/iraq-violence/index.html","Car bombs, suicide bombings, roadside bombs, shootings",,,Iraq Insurgency,,TRUE,128,545,0,0,,,,"Car bombs, Firearms, Bombs","Car Bombings, shooings, suicide bombings, explosions scattered around the country",,,GROUP
20120723IRA,2012-07-23,Iraq,23 July 2012 Iraq attacks,"http://www.bbc.co.uk/news/world-middle-east-18950706
https://en.wikipedia.org/wiki/23_July_2012_Iraq_attacks","Car bombs
Suicide bombings
Shootings",IS,,Iraq Insurgency,,TRUE,116,415,0,0,,,,"Car bomb, bomb, firearms","Coordinated bombings and shootings, Suicide bombing, Car Bomb",,,GROUP
20120718BUL,2012-07-18,Bulgaria,2012 Burgas bus bombing,"http://www.bbc.com/news/world-europe-21342192
https://en.wikipedia.org/wiki/2012_Burgas_bus_bombing",Suicide Bombing,,,,,FALSE,7,39,0,0,,,,Explosive device,Bus Bombing,,,ALONE
20120629CHI,2012-06-29,China,Tianjin Airlines Flight 7554 is diverted after an attempted hijacking which led to a fight with the 6 Uyghur men subsequently being restrained,"https://en.wikipedia.org/wiki/Tianjin_Airlines_Flight_7554
http://abcnews.go.com/blogs/headlines/2012/06/chinese-passengers-crew-thwart-attempted-plane-hijacking/",Attempted Hijacking,,,Xinjiang conflict,,FALSE,2,16,0,0,,,,"Explosives, Aluminum Pipe Weapon",Attempted hijacking with weapons,,,GROUP
20120613IRA,2012-06-13,Iraq,The 13 June 2012 Iraq attacks were a series of simultaneous bombings and shootings occurred in Iraq.,"https://en.wikipedia.org/wiki/13_June_2012_Iraq_attacks
http://edition.cnn.com/2012/06/14/world/meast/iraq-violence/index.html","Suicide car bombings, shootings",IS,FALSE,Iraq Insurgency,,TRUE,93,405,0,0,,,,"Bombs, Firearms",Series of coordinated bombings and shootings,,,GROUP
20120521YEM,2012-05-21,Yemen,2012 Sana'a bombing against Yemeni Army soldiers practicing for the annual Unity Day military parade.,"https://www.theguardian.com/world/2012/may/21/sanaa-bomb-attack-targets-military
http://www.aljazeera.com/news/middleeast/2012/05/2012524223323270426.html",Suicide Bombing ,AlQaeda,TRUE,,,TRUE,101+,261+,0,0,,,,Bomb,Suicide Bombing,,,ALONE
20120503RUS,2012-05-3,Russia,Makhachkala attack,"http://www.reuters.com/article/us-russia-dagestan-blast-idUSBRE8430E620120504
https://en.wikipedia.org/wiki/2012_Makhachkala_attack",Suicide Bombing,Caucasus Emirate,,,,FALSE,14,143,0,0,,,,Bomb,Suicide Bombings,,,GROUP
20120320IRA,2012-03-20,Iraq,"Iraqi attacks, Baghdad and at least 9 other cities, Iraq","https://en.wikipedia.org/wiki/20_March_2012_Iraq_attacks
http://www.aljazeera.com/news/middleeast/2012/03/201232055548528660.html","Suicide bombings, car bombs, shooting",IS,TRUE,,,TRUE,52,302,0,0,,,,"IED's, Bombs","Explosions, car bombs, Suicide Bombings",,,GROUP
20120323FRA,2012-03-20,France,Toulouse and Montauban shootings,"https://en.wikipedia.org/wiki/Toulouse_and_Montauban_shootings
http://www.bbc.co.uk/news/world-europe-17428860
https://www.theguardian.com/world/2012/mar/22/toulouse-shootings-timeline-mohamed-merah","Spree shooting, school shooting,siege",Mohammed Merah,,,INSPIRED,FALSE,8,13,3,1,,,,Firearms,Three Gun atacks,,,ALONE
20120223IRA,2012-02-23,Iraq,"Iraqi attacks, Baghdad, Iraq by Islamic State of Iraq.","https://en.wikipedia.org/wiki/23_February_2012_Iraq_attacks
http://www.aljazeera.com/news/middleeast/2012/02/201222352158459155.html","Suicide bombings, car bombs, IEDs, shootings, school bombing",IS,TRUE,Iraq Insurgency,,TRUE,83,333,55,0,,,,Bombs,String of Bombing attacks,,,GROUP
20120105IRA,2012-01-5,Iraq,"Iraqi bombings, Baghdad and Nasiriyah, Iraq by Islamic State of Iraq.",http://www.bbc.com/news/world-middle-east-16420554,Suicide Bombings,,,Iraq Insurgency,,TRUE,73,149,0,0,,,,Bombs,Suicide Attack and Bombings,,,GROUP
20111228CHI,2011-12-28,China,15 Uyghur youths kidnap two goat shepherds en route to Pakistan for jihadist training.,"http://www.bbc.com/news/world-asia-china-16351368
http://www.reuters.com/article/us-china-xinjiang-hostage-idUSTRE7BS03P20111229",Hostage Crisis,,,Xinjiang conflict,,FALSE,8,13,0,0,,,,"Knives, guns",Kidnapping of two shepards using weapons,,,GROUP
20111225NIG,2011-12-25,Nigeria,"Christmas Day bombings were bomb blasts and shootings at churches in Madalla, Jos, Gadaka, and Damaturu","https://en.wikipedia.org/wiki/December_2011_Nigeria_attacks
http://www.bbc.co.uk/news/world-africa-16328940","Suicide bombings, bombings and shootings",Boko Haram,TRUE,Boko Haram Insurgency,,FALSE,41,98,0,0,,,,"Explosives, Bombs, Firearms",Bombings and shooting attack on Church,,,GROUP
